POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
82,0.75,6.68,5.8,2.95,0.91,0.0,-1.3,-21.12,1.45,-7.02,0.0,21.39,-18.96,-10.91,2.43,-8.48
83,1.78,8.63,4.42,3.78,0.0,0.0,-0.73,-21.9,0.64,-3.51,0.0,21.35,-18.77,-6.89,2.57,-4.31
84,4.51,9.01,6.94,3.09,0.01,0.0,-1.71,-21.61,2.39,-6.1,0.0,21.55,-18.93,-3.48,2.62,-0.85
85,5.39,10.08,7.83,3.19,0.08,0.0,-1.69,-22.62,0.26,-7.07,0.0,22.02,-18.97,-4.55,3.05,-1.5
86,2.57,8.29,5.8,2.79,0.54,0.0,-1.08,-21.82,1.0,-4.39,0.0,21.27,-18.69,-6.29,2.58,-3.71
87,2.29,8.22,3.7,1.96,0.05,0.0,-1.42,-21.21,0.62,-7.08,0.0,21.61,-18.98,-12.86,2.63,-10.23
88,4.37,10.33,4.68,3.76,0.02,0.0,-1.67,-21.84,-0.3,-3.66,0.0,21.66,-18.69,-4.3,2.96,-1.34
89,2.1,12.99,4.8,3.36,0.0,0.0,-1.34,-21.05,0.66,-9.33,0.0,21.62,-18.99,-7.8,2.63,-5.17
90,1.04,11.71,3.84,3.01,0.49,0.0,-1.12,-21.29,0.32,-7.76,0.0,21.77,-18.97,-9.78,2.8,-6.97
91,1.86,10.79,7.82,3.42,0.21,0.0,1.28,-21.37,1.32,-6.63,0.0,21.64,-18.96,-1.29,2.68,1.39
92,3.14,12.93,3.83,4.05,0.37,0.0,-1.23,-21.31,0.52,-6.73,0.0,21.58,-19.04,-4.42,2.54,-1.88
93,2.76,9.85,3.81,3.28,0.09,0.0,-1.07,-21.41,0.9,-8.57,0.0,21.32,-18.92,-10.36,2.4,-7.96
94,1.82,8.42,5.28,2.6,0.06,0.0,-1.16,-21.19,0.6,-7.11,0.0,21.74,-19.06,-10.69,2.67,-8.02
95,1.77,10.48,4.11,2.86,0.17,0.0,-0.98,-21.15,0.62,-8.56,0.0,21.72,-19.0,-10.68,2.72,-7.97
96,3.6,8.53,5.7,2.05,0.05,0.0,-1.18,-21.21,-0.07,-6.71,0.0,21.77,-19.13,-9.23,2.64,-6.58
97,3.62,9.89,6.03,2.26,1.39,0.0,-0.69,-22.44,-0.03,-5.86,0.0,21.67,-18.87,-5.84,2.8,-3.04
98,1.85,9.45,6.16,2.55,0.06,0.0,-1.35,-21.45,0.85,-6.93,0.0,21.68,-18.92,-8.82,2.76,-6.06
99,4.69,13.21,4.42,4.02,0.12,0.0,-0.58,-22.05,1.66,-5.3,0.0,21.26,-19.16,0.21,2.09,2.3
100,4.5,8.55,3.59,2.87,1.85,0.0,-1.2,-21.61,1.4,-5.72,0.0,21.37,-19.14,-5.76,2.23,-3.52

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-17.57,-1.91,0.0,0.0,0.0,-19.31,32.42,-19.48,13.11,-6.38
2,0.0,0.0,-0.0,-0.0,-0.0,0.0,-17.25,-2.29,0.0,0.0,0.0,-19.08,31.26,-19.54,12.18,-7.36
3,-0.0,0.0,0.0,0.0,-0.0,0.0,-17.01,-2.11,-0.0,0.0,0.0,-19.11,32.34,-19.12,13.23,-5.89
4,0.0,-0.0,-0.0,0.0,-0.0,0.0,-17.12,-1.49,-0.0,0.0,0.0,-20.33,31.23,-18.61,10.9,-7.72
5,-0.0,0.0,-0.0,-0.0,0.0,0.0,-19.31,-0.98,0.0,-0.0,0.0,-19.05,32.94,-20.29,13.88,-6.41
6,-0.0,-0.0,-0.0,0.0,0.0,0.0,-16.75,-1.37,-0.0,-0.0,0.0,-19.75,31.82,-18.12,12.07,-6.05
7,0.0,0.0,-0.0,0.0,0.0,0.0,-15.67,-3.0,0.0,-0.0,0.0,-19.05,31.57,-18.68,12.51,-6.17
8,0.0,0.0,0.0,0.0,0.0,0.0,-15.46,-0.42,-0.0,-0.0,0.0,-18.5,32.55,-15.88,14.05,-1.83
9,0.0,-0.0,0.0,0.0,-0.0,0.0,-18.17,-3.4,0.0,0.0,0.0,-19.46,32.29,-21.57,12.82,-8.75
10,-0.0,0.0,-0.0,-0.0,0.0,0.0,-17.59,-3.86,-0.0,0.0,0.0,-19.28,32.4,-21.46,13.12,-8.34
11,0.0,-0.0,0.0,-0.0,0.0,0.0,-16.74,-6.11,-0.0,-0.0,0.0,-19.7,31.02,-22.86,11.33,-11.53
12,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-16.37,-4.65,-0.0,0.0,0.0,-19.62,31.97,-21.01,12.35,-8.66
13,0.0,0.0,-0.0,-0.0,0.0,0.0,-19.5,-2.71,-0.0,0.0,0.0,-19.82,33.12,-22.21,13.31,-8.91
14,0.0,0.0,-0.0,-0.0,-0.0,0.0,-13.56,-4.89,-0.0,0.0,0.0,-19.5,32.66,-18.45,13.15,-5.3
15,0.0,-0.0,0.0,0.0,-0.0,0.0,-17.09,-6.4,-0.0,-0.0,0.0,-19.78,32.15,-23.49,12.37,-11.13
16,-0.0,-0.0,0.0,0.0,-0.0,0.0,-18.6,-6.84,-0.0,-0.0,0.0,-20.65,30.99,-25.43,10.34,-15.09
17,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-18.8,-6.93,-0.0,-0.0,0.0,-20.38,32.1,-25.73,11.72,-14.0
18,-0.0,0.0,0.0,-0.0,-0.0,0.0,-13.97,-8.69,-0.0,0.0,0.0,-20.23,31.38,-22.65,11.15,-11.51
19,0.0,0.0,0.0,-0.0,0.0,0.0,-17.43,-8.55,0.0,0.0,0.0,-20.25,31.67,-25.98,11.42,-14.56
20,-0.0,-0.0,-0.0,0.0,0.0,0.0,-20.21,-8.05,0.0,0.0,0.0,-20.65,31.63,-28.26,10.98,-17.28
21,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-22.11,-5.6,-0.0,0.0,0.0,-20.39,31.21,-27.71,10.82,-16.89
22,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-21.34,-5.66,0.0,-0.0,0.0,-20.4,31.91,-27.01,11.51,-15.5
23,0.0,0.0,-0.0,-0.0,-0.0,0.0,-13.67,-5.72,-0.0,-0.0,0.0,-20.1,31.29,-19.39,11.19,-8.2
24,0.0,0.0,-0.0,-0.0,0.0,0.0,-16.56,-6.96,-0.0,0.0,0.0,-19.99,31.45,-23.52,11.46,-12.06
25,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-17.89,-6.82,-0.0,0.0,0.0,-19.91,31.46,-24.71,11.55,-13.16
26,0.0,-0.0,0.0,-0.0,0.0,0.0,-20.4,-7.4,0.0,-0.0,0.0,-20.33,31.94,-27.8,11.61,-16.19
27,0.0,-0.0,0.0,0.0,-0.0,0.0,-17.97,-7.11,-0.0,-0.0,0.0,-20.51,31.72,-25.08,11.21,-13.87
28,0.0,0.0,-0.0,-0.0,0.0,0.0,-20.25,-4.31,0.0,0.0,0.0,-20.55,30.51,-24.56,9.96,-14.6
29,0.0,-0.0,0.0,0.0,0.0,0.0,-19.3,-5.59,-0.0,-0.0,0.0,-20.02,32.47,-24.89,12.44,-12.45
30,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-15.98,-6.84,-0.0,0.0,0.0,-20.12,29.65,-22.82,9.53,-13.29
31,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-10.19,-9.06,0.0,0.0,0.0,-20.59,30.65,-19.25,10.06,-9.19
32,-0.0,-0.0,0.0,-0.0,0.0,0.0,-11.74,-8.66,-0.0,0.0,0.0,-19.76,30.61,-20.41,10.85,-9.56
33,0.0,0.0,-0.0,-0.0,-0.0,0.0,-17.97,-6.33,0.0,0.0,0.0,-19.56,31.42,-24.3,11.86,-12.44
34,-0.0,-0.0,0.0,0.0,-0.0,0.0,-18.89,-2.79,-0.0,-0.0,0.0,-20.35,32.01,-21.68,11.66,-10.01
35,0.0,0.0,0.0,0.0,-0.0,0.0,-22.11,-5.67,-0.0,0.0,0.0,-20.24,31.42,-27.78,11.18,-16.6
36,0.0,-0.0,-0.0,0.0,0.0,0.0,-13.7,-7.9,-0.0,-0.0,0.0,-19.93,30.75,-21.59,10.82,-10.77
37,0.0,0.0,0.0,-0.0,-0.0,0.0,-16.55,-3.42,-0.0,-0.0,0.0,-20.06,31.1,-19.97,11.04,-8.93
38,0.0,0.0,0.0,-0.0,0.0,0.0,-17.43,-6.49,-0.0,-0.0,0.0,-19.69,31.58,-23.91,11.89,-12.02
39,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-14.3,-8.33,-0.0,-0.0,0.0,-20.13,31.24,-22.62,11.11,-11.52
40,0.0,-0.0,0.0,-0.0,0.0,0.0,-17.31,-5.91,-0.0,-0.0,0.0,-20.56,31.94,-23.22,11.38,-11.84
41,0.0,0.0,-0.0,0.0,0.0,0.0,-19.05,-3.93,0.0,-0.0,0.0,-20.02,31.74,-22.98,11.72,-11.26
42,-0.0,0.0,0.0,-0.0,0.0,0.0,-16.95,-6.82,0.0,-0.0,0.0,-19.77,31.33,-23.77,11.56,-12.21
43,0.0,-0.0,0.0,0.0,0.0,0.0,-13.28,-6.14,-0.0,-0.0,0.0,-19.99,30.89,-19.42,10.9,-8.52
44,-0.0,-0.0,0.0,0.0,-0.0,0.0,-11.96,-6.25,0.0,-0.0,0.0,-20.11,31.03,-18.21,10.92,-7.3
45,0.0,0.0,0.0,0.0,0.0,0.0,-12.02,-7.04,0.0,-0.0,0.0,-20.24,30.57,-19.06,10.33,-8.73
46,0.0,-0.0,-0.0,0.0,-0.0,0.0,-10.14,-7.53,-0.0,0.0,0.0,-20.44,31.32,-17.67,10.88,-6.79
47,0.0,0.0,0.0,0.0,0.0,0.0,-12.25,-8.39,-0.0,0.0,0.0,-20.69,30.41,-20.64,9.72,-10.93
48,-0.0,-0.0,-0.0,0.0,0.0,0.0,-20.02,-6.03,-0.0,0.0,0.0,-20.48,30.57,-26.06,10.09,-15.97
49,0.0,0.0,-0.0,0.0,0.0,0.0,-15.45,-7.22,-0.0,0.0,0.0,-20.08,31.27,-22.67,11.18,-11.49
50,0.0,-0.0,-0.0,0.0,0.0,0.0,-22.57,-5.05,-0.0,0.0,0.0,-20.72,30.96,-27.62,10.24,-17.38
51,0.0,0.0,-0.0,0.0,-0.0,0.0,-14.17,-7.27,-0.0,0.0,0.0,-20.62,30.31,-21.44,9.7,-11.75
52,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-10.56,-8.07,0.0,0.0,0.0,-20.17,30.57,-18.63,10.4,-8.23
53,0.0,0.0,-0.0,-0.0,0.0,0.0,-18.84,-6.03,0.0,0.0,0.0,-20.42,31.26,-24.87,10.84,-14.03
54,0.0,0.0,0.0,0.0,-0.0,0.0,-16.53,-7.11,0.0,-0.0,0.0,-19.91,31.27,-23.64,11.36,-12.28
55,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-19.77,-7.81,0.0,0.0,0.0,-20.44,30.68,-27.59,10.24,-17.35
56,-0.0,-0.0,0.0,-0.0,0.0,0.0,-18.25,-4.76,-0.0,0.0,0.0,-20.51,30.99,-23.0,10.49,-12.52
57,0.0,0.0,-0.0,0.0,0.0,0.0,-21.47,-5.62,0.0,-0.0,0.0,-20.35,31.33,-27.09,10.98,-16.11
58,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-21.81,-5.56,-0.0,0.0,0.0,-20.31,32.06,-27.36,11.75,-15.61
59,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-15.63,-6.79,-0.0,-0.0,0.0,-19.96,29.74,-22.42,9.79,-12.63
60,-0.0,0.0,0.0,-0.0,-0.0,0.0,-11.63,-9.5,0.0,0.0,0.0,-20.94,30.25,-21.13,9.31,-11.82
61,-0.0,0.0,0.0,-0.0,-0.0,0.0,-12.36,-7.98,-0.0,0.0,0.0,-20.41,30.1,-20.34,9.68,-10.66
62,-0.0,0.0,-0.0,-0.0,0.0,0.0,-20.68,-5.08,0.0,-0.0,0.0,-20.24,31.51,-25.76,11.27,-14.49
63,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-11.44,-6.91,0.0,0.0,0.0,-20.49,31.24,-18.35,10.75,-7.6
64,0.0,0.0,-0.0,0.0,0.0,0.0,-15.95,-8.0,0.0,0.0,0.0,-20.23,31.27,-23.96,11.04,-12.92
65,-0.0,-0.0,-0.0,0.0,0.0,0.0,-15.62,-7.63,0.0,-0.0,0.0,-19.94,31.83,-23.25,11.89,-11.37
66,0.0,-0.0,-0.0,0.0,-0.0,0.0,-17.52,-6.35,-0.0,0.0,0.0,-20.48,32.25,-23.87,11.77,-12.1
67,-0.0,0.0,0.0,-0.0,0.0,0.0,-24.73,-4.23,0.0,0.0,0.0,-20.21,31.33,-28.96,11.13,-17.83
68,-0.0,-0.0,-0.0,0.0,0.0,0.0,-13.53,-5.79,-0.0,0.0,0.0,-20.15,30.26,-19.33,10.11,-9.22
69,-0.0,0.0,0.0,-0.0,-0.0,0.0,-22.58,-4.43,-0.0,0.0,0.0,-20.06,31.11,-27.01,11.06,-15.95
70,0.0,0.0,0.0,0.0,-0.0,0.0,-17.39,-5.11,-0.0,-0.0,0.0,-20.06,31.19,-22.5,11.13,-11.37
71,-0.0,0.0,0.0,0.0,-0.0,0.0,-18.39,-5.94,0.0,-0.0,0.0,-20.31,30.51,-24.33,10.2,-14.12
72,-0.0,0.0,0.0,0.0,-0.0,0.0,-18.18,-4.3,-0.0,0.0,0.0,-20.15,31.15,-22.49,10.99,-11.49
73,-0.0,0.0,-0.0,0.0,0.0,0.0,-18.88,-5.0,0.0,0.0,0.0,-20.23,30.64,-23.87,10.42,-13.46
74,0.0,-0.0,0.0,-0.0,-0.0,0.0,-17.3,-6.69,-0.0,0.0,0.0,-20.25,30.93,-23.99,10.68,-13.31
75,0.0,-0.0,-0.0,-0.0,0.0,0.0,-18.67,-5.71,0.0,-0.0,0.0,-19.94,31.19,-24.38,11.26,-13.13
76,0.0,-0.0,0.0,0.0,0.0,0.0,-19.99,-5.78,0.0,-0.0,0.0,-19.99,31.83,-25.77,11.84,-13.93
77,-0.0,-0.0,0.0,-0.0,0.0,0.0,-15.23,-8.04,-0.0,-0.0,0.0,-20.04,29.86,-23.27,9.82,-13.45
78,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-15.31,-6.64,-0.0,-0.0,0.0,-20.11,31.25,-21.94,11.14,-10.8
79,-0.0,0.0,0.0,-0.0,-0.0,0.0,-19.61,-6.91,-0.0,0.0,0.0,-19.96,30.59,-26.52,10.63,-15.89
80,-0.0,0.0,-0.0,0.0,-0.0,0.0,-19.73,-7.02,-0.0,-0.0,0.0,-20.13,30.76,-26.75,10.64,-16.12
81,0.0,0.0,-0.0,-0.0,-0.0,0.0,-17.53,-4.98,0.0,0.0,0.0,-20.39,31.1,-22.51,10.71,-11.8
82,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-19.66,-6.53,0.0,0.0,0.0,-20.22,30.18,-26.19,9.96,-16.23
83,-0.0,-0.0,0.0,-0.0,0.0,0.0,-16.96,-8.14,-0.0,0.0,0.0,-20.03,30.29,-25.1,10.26,-14.84
84,-0.0,-0.0,0.0,0.0,-0.0,0.0,-18.17,-5.97,-0.0,-0.0,0.0,-20.17,31.38,-24.14,11.21,-12.94
85,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-20.11,-2.61,0.0,0.0,0.0,-20.38,31.84,-22.72,11.47,-11.26
86,0.0,0.0,-0.0,0.0,-0.0,0.0,-16.24,-6.32,0.0,0.0,0.0,-19.57,31.18,-22.56,11.61,-10.95
87,0.0,-0.0,-0.0,0.0,0.0,0.0,-15.89,-7.06,0.0,-0.0,0.0,-20.34,30.25,-22.94,9.91,-13.04
88,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-19.9,-6.28,-0.0,-0.0,0.0,-20.28,30.38,-26.18,10.1,-16.08
89,0.0,-0.0,-0.0,-0.0,0.0,0.0,-19.25,-6.84,0.0,-0.0,0.0,-20.44,31.28,-26.09,10.84,-15.25
90,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-17.03,-6.56,-0.0,0.0,0.0,-20.19,31.08,-23.59,10.89,-12.7
91,-0.0,0.0,-0.0,0.0,-0.0,0.0,-22.02,-6.42,0.0,0.0,0.0,-20.4,30.69,-28.44,10.29,-18.15
92,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-18.54,-8.97,0.0,-0.0,0.0,-20.26,30.87,-27.51,10.61,-16.9
93,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-18.35,-8.37,-0.0,-0.0,0.0,-20.05,30.8,-26.71,10.75,-15.96
94,0.0,-0.0,0.0,0.0,-0.0,0.0,-18.98,-6.12,0.0,0.0,0.0,-20.16,31.78,-25.09,11.62,-13.47
95,0.0,-0.0,0.0,0.0,0.0,0.0,-21.84,-5.85,0.0,-0.0,0.0,-20.23,31.94,-27.68,11.71,-15.98
96,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-20.11,-5.44,0.0,-0.0,0.0,-20.57,31.05,-25.54,10.48,-15.06
97,-0.0,0.0,0.0,-0.0,0.0,0.0,-18.1,-4.75,0.0,0.0,0.0,-20.05,30.85,-22.85,10.8,-12.06
98,0.0,0.0,-0.0,0.0,0.0,0.0,-21.3,-4.19,0.0,-0.0,0.0,-20.3,31.71,-25.49,11.41,-14.08
99,0.0,-0.0,-0.0,0.0,-0.0,0.0,-18.52,-5.94,0.0,-0.0,0.0,-19.61,31.71,-24.45,12.1,-12.35
100,0.0,-0.0,0.0,-0.0,-0.0,0.0,-15.64,-6.86,-0.0,-0.0,0.0,-20.03,30.99,-22.5,10.95,-11.54


