POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
14,-0.0,0.0,-0.0,0.0,-0.0,0.0,-19.58,-2.69,-0.0,0.0,0.0,-19.49,31.89,-22.28,12.41,-9.87
15,0.0,-0.0,-0.0,0.0,0.0,0.0,-11.85,-9.47,0.0,-0.0,0.0,-18.9,30.53,-21.33,11.63,-9.7
16,-0.0,0.0,-0.0,-0.0,0.0,0.0,-14.92,-4.81,0.0,-0.0,0.0,-19.0,32.54,-19.73,13.54,-6.2
17,0.0,0.0,0.0,0.0,-0.0,0.0,-12.42,-5.44,-0.0,0.0,0.0,-18.93,32.23,-17.86,13.3,-4.56
18,0.0,0.0,0.0,0.0,0.0,0.0,-20.16,-3.17,0.0,-0.0,0.0,-19.3,32.68,-23.33,13.38,-9.95
19,-0.0,-0.0,0.0,-0.0,0.0,0.0,-9.56,-5.02,0.0,-0.0,0.0,-18.83,30.59,-14.58,11.76,-2.82
20,0.0,-0.0,0.0,-0.0,-0.0,0.0,-19.36,-2.88,0.0,-0.0,0.0,-18.12,31.29,-22.24,13.18,-9.07
21,0.0,0.0,0.0,-0.0,-0.0,0.0,-20.39,-3.26,-0.0,-0.0,0.0,-18.66,31.13,-23.66,12.48,-11.18
22,-0.0,-0.0,0.0,-0.0,0.0,0.0,-13.0,-6.62,0.0,0.0,0.0,-19.2,31.18,-19.62,11.98,-7.64
23,0.0,-0.0,-0.0,0.0,0.0,0.0,-12.87,-2.29,-0.0,-0.0,0.0,-19.71,31.82,-15.16,12.11,-3.05
24,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-13.49,-3.69,0.0,0.0,0.0,-17.54,29.7,-17.19,12.16,-5.02
25,-0.0,0.0,-0.0,0.0,0.0,0.0,-16.87,-4.86,-0.0,-0.0,0.0,-18.21,31.57,-21.72,13.36,-8.36
26,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-12.82,-6.41,-0.0,-0.0,0.0,-18.68,30.72,-19.23,12.04,-7.19
27,0.0,0.0,0.0,-0.0,-0.0,0.0,-18.97,-0.88,-0.0,0.0,0.0,-18.87,31.79,-19.84,12.92,-6.92
28,0.0,-0.0,-0.0,-0.0,0.0,0.0,-8.09,-7.85,0.0,-0.0,0.0,-18.92,31.6,-15.93,12.68,-3.25
29,-0.0,-0.0,0.0,-0.0,0.0,0.0,-15.74,-3.34,0.0,0.0,0.0,-19.24,32.45,-19.08,13.21,-5.87
30,-0.0,0.0,-0.0,0.0,0.0,0.0,-19.02,-2.13,-0.0,0.0,0.0,-18.76,32.32,-21.15,13.55,-7.59
31,-0.0,-0.0,0.0,-0.0,0.0,0.0,-19.64,-1.56,-0.0,-0.0,0.0,-19.71,31.9,-21.2,12.2,-9.0
32,-0.0,0.0,0.0,-0.0,0.0,0.0,-17.73,-4.17,-0.0,-0.0,0.0,-19.18,30.61,-21.9,11.44,-10.46
33,0.0,0.0,0.0,-0.0,-0.0,0.0,-20.16,-4.43,-0.0,0.0,0.0,-19.14,30.79,-24.59,11.65,-12.94
34,0.0,0.0,-0.0,0.0,-0.0,0.0,-16.66,-3.0,-0.0,-0.0,0.0,-19.38,31.57,-19.66,12.19,-7.47
35,0.0,0.0,0.0,-0.0,0.0,0.0,-19.71,-2.34,-0.0,-0.0,0.0,-19.25,31.54,-22.05,12.28,-9.76
36,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-19.73,-1.93,0.0,0.0,0.0,-19.28,31.39,-21.66,12.11,-9.56
37,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-17.86,-4.56,0.0,0.0,0.0,-18.98,31.72,-22.42,12.74,-9.68
38,0.0,-0.0,0.0,0.0,0.0,0.0,-21.47,-4.51,0.0,0.0,0.0,-18.72,31.14,-25.98,12.43,-13.55
39,0.0,-0.0,0.0,-0.0,-0.0,0.0,-24.23,-2.4,0.0,0.0,0.0,-19.4,30.73,-26.63,11.33,-15.3
40,-0.0,0.0,0.0,-0.0,0.0,0.0,-19.35,-3.2,-0.0,-0.0,0.0,-18.97,31.19,-22.55,12.22,-10.33
41,0.0,-0.0,0.0,-0.0,0.0,0.0,-20.72,-3.26,0.0,-0.0,0.0,-18.84,31.15,-23.99,12.31,-11.68
42,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-16.97,-3.97,0.0,0.0,0.0,-19.56,29.51,-20.94,9.95,-10.99
43,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-24.15,-2.96,0.0,0.0,0.0,-19.98,30.25,-27.12,10.27,-16.85
44,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-22.01,-3.57,0.0,-0.0,0.0,-19.36,31.23,-25.58,11.88,-13.71
45,-0.0,0.0,0.0,-0.0,-0.0,0.0,-14.46,-2.8,-0.0,-0.0,0.0,-18.95,31.18,-17.27,12.23,-5.04
46,0.0,-0.0,0.0,0.0,0.0,0.0,-18.24,-6.49,0.0,0.0,0.0,-19.31,30.14,-24.73,10.83,-13.9
47,0.0,0.0,0.0,-0.0,0.0,0.0,-13.69,-2.8,-0.0,0.0,0.0,-18.98,30.37,-16.48,11.39,-5.09
48,0.0,-0.0,0.0,0.0,0.0,0.0,-19.55,-5.33,0.0,-0.0,0.0,-19.1,31.07,-24.88,11.97,-12.91
49,-0.0,-0.0,0.0,-0.0,0.0,0.0,-19.85,-2.66,0.0,-0.0,0.0,-18.83,30.4,-22.51,11.58,-10.94
50,0.0,0.0,0.0,0.0,-0.0,0.0,-19.34,-3.55,0.0,0.0,0.0,-19.13,30.48,-22.89,11.35,-11.54
51,-0.0,0.0,0.0,-0.0,0.0,0.0,-25.29,-2.91,0.0,0.0,0.0,-19.72,30.24,-28.2,10.53,-17.67
52,0.0,-0.0,-0.0,0.0,0.0,0.0,-20.16,-1.42,-0.0,-0.0,0.0,-18.87,31.39,-21.58,12.52,-9.06
53,-0.0,-0.0,0.0,0.0,0.0,0.0,-20.82,-5.45,-0.0,0.0,0.0,-19.09,31.35,-26.27,12.26,-14.01
54,-0.0,0.0,0.0,0.0,0.0,0.0,-18.93,-3.88,0.0,0.0,0.0,-18.5,29.95,-22.81,11.46,-11.36
55,0.0,-0.0,0.0,-0.0,-0.0,0.0,-17.83,-3.6,-0.0,-0.0,0.0,-18.7,31.12,-21.43,12.42,-9.01
56,0.0,0.0,-0.0,0.0,-0.0,0.0,-19.55,-1.62,0.0,0.0,0.0,-19.81,31.43,-21.17,11.62,-9.55
57,-0.0,-0.0,-0.0,0.0,0.0,0.0,-17.88,-3.73,-0.0,-0.0,0.0,-18.17,31.66,-21.61,13.49,-8.12
58,0.0,0.0,-0.0,-0.0,0.0,0.0,-18.08,-6.75,-0.0,0.0,0.0,-18.46,30.87,-24.83,12.41,-12.43
59,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-17.54,-3.82,-0.0,-0.0,0.0,-19.39,31.46,-21.36,12.07,-9.3
60,0.0,-0.0,0.0,-0.0,0.0,0.0,-20.46,-3.4,-0.0,0.0,0.0,-18.73,31.08,-23.86,12.35,-11.51
61,-0.0,-0.0,-0.0,0.0,0.0,0.0,-16.93,-3.88,-0.0,0.0,0.0,-18.77,31.09,-20.81,12.32,-8.49
62,0.0,0.0,-0.0,0.0,0.0,0.0,-18.6,-4.59,0.0,-0.0,0.0,-18.79,30.43,-23.19,11.64,-11.55
63,-0.0,0.0,0.0,-0.0,-0.0,0.0,-17.69,-4.14,-0.0,-0.0,0.0,-18.96,30.8,-21.83,11.84,-9.99
64,-0.0,0.0,0.0,0.0,0.0,0.0,-22.34,-2.0,0.0,-0.0,0.0,-18.52,32.64,-24.34,14.13,-10.21
65,0.0,0.0,-0.0,-0.0,0.0,0.0,-17.78,-3.6,0.0,-0.0,0.0,-18.99,30.01,-21.38,11.02,-10.36
66,0.0,0.0,-0.0,-0.0,0.0,0.0,-16.7,-4.21,0.0,-0.0,0.0,-19.3,30.6,-20.91,11.3,-9.61
67,-0.0,0.0,0.0,-0.0,-0.0,0.0,-17.2,-2.81,-0.0,0.0,0.0,-18.54,31.4,-20.01,12.87,-7.15
68,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-21.12,-3.22,0.0,0.0,0.0,-19.01,31.03,-24.34,12.02,-12.32
69,0.0,0.0,-0.0,0.0,-0.0,0.0,-17.93,-5.32,0.0,-0.0,0.0,-18.95,30.28,-23.25,11.33,-11.92
70,0.0,0.0,0.0,-0.0,-0.0,0.0,-23.35,-4.18,-0.0,-0.0,0.0,-19.17,31.43,-27.54,12.27,-15.27
71,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-15.02,-6.08,-0.0,0.0,0.0,-19.69,30.99,-21.1,11.3,-9.8
72,0.0,-0.0,0.0,-0.0,-0.0,0.0,-22.01,-4.79,0.0,0.0,0.0,-18.74,32.1,-26.81,13.36,-13.45
73,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-20.85,-3.53,-0.0,-0.0,0.0,-18.82,31.74,-24.37,12.92,-11.45
74,-0.0,0.0,-0.0,0.0,0.0,0.0,-21.55,-5.34,-0.0,0.0,0.0,-19.29,30.5,-26.88,11.22,-15.67
75,0.0,0.0,0.0,0.0,-0.0,0.0,-17.97,-5.01,-0.0,0.0,0.0,-18.71,30.87,-22.99,12.16,-10.82
76,-0.0,0.0,-0.0,0.0,0.0,0.0,-22.46,-0.95,0.0,-0.0,0.0,-18.86,30.87,-23.41,12.0,-11.41
77,0.0,0.0,0.0,-0.0,0.0,0.0,-21.32,-2.99,0.0,0.0,0.0,-18.64,31.36,-24.31,12.72,-11.59
78,-0.0,-0.0,0.0,-0.0,0.0,0.0,-19.42,-2.9,-0.0,0.0,0.0,-18.55,31.26,-22.32,12.71,-9.61
79,0.0,0.0,0.0,-0.0,0.0,0.0,-21.13,-2.89,0.0,0.0,0.0,-18.2,32.59,-24.03,14.39,-9.64
80,0.0,0.0,-0.0,0.0,-0.0,0.0,-18.73,-3.34,0.0,-0.0,0.0,-18.44,31.39,-22.06,12.95,-9.11
81,0.0,-0.0,0.0,-0.0,0.0,0.0,-13.86,-3.16,0.0,0.0,0.0,-18.29,31.25,-17.02,12.96,-4.05
82,0.0,0.0,-0.0,-0.0,0.0,0.0,-19.62,-3.33,-0.0,0.0,0.0,-18.42,30.69,-22.95,12.28,-10.67
83,-0.0,-0.0,-0.0,0.0,0.0,0.0,-19.39,-1.45,-0.0,0.0,0.0,-18.63,31.38,-20.84,12.75,-8.09
84,-0.0,0.0,-0.0,0.0,0.0,0.0,-21.36,-3.36,0.0,0.0,0.0,-18.73,30.9,-24.72,12.17,-12.55
85,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-20.58,-2.72,-0.0,0.0,0.0,-18.88,30.76,-23.3,11.88,-11.42
86,-0.0,0.0,0.0,-0.0,0.0,0.0,-17.72,-5.14,0.0,-0.0,0.0,-18.47,32.26,-22.85,13.79,-9.06
87,0.0,-0.0,0.0,-0.0,-0.0,0.0,-18.68,-2.92,-0.0,-0.0,0.0,-18.31,31.27,-21.6,12.95,-8.65
88,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-21.66,-2.39,0.0,0.0,0.0,-18.89,30.25,-24.05,11.36,-12.69
89,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-20.21,-3.25,-0.0,0.0,0.0,-18.82,31.99,-23.46,13.17,-10.29
90,0.0,0.0,0.0,-0.0,0.0,0.0,-22.8,-3.44,-0.0,0.0,0.0,-18.86,31.56,-26.24,12.71,-13.54
91,-0.0,-0.0,0.0,0.0,0.0,0.0,-22.46,-3.2,0.0,-0.0,0.0,-19.91,30.86,-25.66,10.95,-14.71
92,-0.0,0.0,0.0,-0.0,-0.0,0.0,-16.32,-3.38,-0.0,0.0,0.0,-18.9,30.9,-19.7,12.0,-7.7
93,0.0,-0.0,0.0,0.0,0.0,0.0,-20.2,-1.94,-0.0,0.0,0.0,-19.52,29.86,-22.14,10.35,-11.8
94,0.0,-0.0,0.0,-0.0,0.0,0.0,-20.13,-1.22,0.0,-0.0,0.0,-19.48,31.0,-21.35,11.52,-9.83
95,-0.0,-0.0,-0.0,0.0,0.0,0.0,-14.21,-5.87,-0.0,-0.0,0.0,-19.19,31.55,-20.08,12.36,-7.72
96,0.0,-0.0,0.0,-0.0,-0.0,0.0,-20.68,-2.31,0.0,-0.0,0.0,-19.47,30.97,-22.99,11.5,-11.49
97,0.0,-0.0,-0.0,-0.0,0.0,0.0,-18.71,-3.66,-0.0,0.0,0.0,-19.9,31.85,-22.37,11.95,-10.42
98,-0.0,0.0,-0.0,0.0,-0.0,0.0,-16.74,-3.17,0.0,0.0,0.0,-19.56,31.74,-19.91,12.18,-7.74
99,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-15.75,-2.55,-0.0,0.0,0.0,-18.84,32.23,-18.29,13.39,-4.91
100,0.0,0.0,-0.0,-0.0,-0.0,0.0,-18.83,-4.35,-0.0,0.0,0.0,-19.71,31.93,-23.18,12.22,-10.96


